2017-01-03,31.67,31.84,31.4,31.69,32149537,GE
2017-01-04,31.75,31.83,31.62,31.7,21442858,GE
2017-01-05,31.57,31.75,31.31,31.52,25856823,GE
2017-01-06,31.58,31.77,31.36,31.61,22120800,GE
2017-01-09,31.64,31.66,31.43,31.46,21262544,GE
2017-01-10,31.46,31.62,31.37,31.37,27202526,GE
2017-01-11,31.24,31.52,31.24,31.47,28385102,GE
2017-01-12,31.45,31.47,31.13,31.39,29916078,GE
2017-01-13,31.36,31.45,31.25,31.36,24323767,GE
2017-01-17,31.17,31.45,31.16,31.27,28827307,GE
2017-01-18,31.21,31.34,31.13,31.23,24701360,GE
2017-01-19,31.25,31.34,31.05,31.21,37697856,GE
2017-01-20,30.76,30.9,30.3,30.53,83552728,GE
2017-01-23,30.5,30.51,29.58,29.75,59093385,GE
2017-01-24,29.86,30.06,29.82,30.0,33686501,GE
2017-01-25,30.42,30.47,30.22,30.37,38131702,GE
2017-01-26,30.44,30.49,30.13,30.32,26767132,GE
2017-01-27,30.4,30.44,29.94,30.01,30005629,GE
2017-01-30,29.96,30.1,29.77,29.96,26211790,GE
2017-01-31,29.85,29.9,29.5,29.7,38703422,GE
2017-02-01,29.73,29.81,29.56,29.69,25682267,GE
2017-02-02,29.58,29.71,29.5,29.68,21709543,GE
2017-02-03,29.79,29.8,29.54,29.7,31104310,GE
2017-02-06,29.68,29.75,29.57,29.66,23725085,GE
2017-02-07,29.75,29.81,29.53,29.56,23778270,GE
2017-02-08,29.51,29.54,29.26,29.43,32181440,GE
2017-02-09,29.52,29.7,29.46,29.59,21665972,GE
2017-02-10,29.74,29.75,29.55,29.72,22787056,GE
2017-02-13,29.88,30.06,29.73,30.04,37020015,GE
2017-02-14,30.13,30.28,29.92,30.28,35028334,GE
2017-02-15,30.29,30.35,30.18,30.35,25472282,GE
2017-02-16,30.35,30.47,30.3,30.45,25932515,GE
2017-02-17,30.41,30.44,30.2,30.37,21849428,GE
2017-02-21,30.41,30.59,30.34,30.52,30241033,GE
2017-02-22,30.52,30.55,30.26,30.33,30124503,GE
2017-02-23,30.04,30.08,29.85,30.02,28947909,GE
2017-02-24,29.84,30.19,29.78,30.19,27323723,GE
2017-02-27,30.05,30.15,29.9,29.94,23571756,GE
2017-02-28,29.99,30.08,29.67,29.81,39111913,GE
2017-03-01,29.98,30.35,29.82,30.19,36882966,GE
2017-03-02,30.23,30.23,30.0,30.19,27640415,GE
2017-03-03,30.19,30.22,30.05,30.12,19994647,GE
2017-03-06,30.0,30.08,29.92,30.0,23420603,GE
2017-03-07,29.93,29.98,29.79,29.86,29982940,GE
2017-03-08,29.89,29.94,29.73,29.8,32308399,GE
2017-03-09,29.75,29.83,29.56,29.66,25940215,GE
2017-03-10,29.84,30.43,29.63,30.28,59211872,GE
2017-03-13,30.23,30.26,29.79,29.86,30187808,GE
2017-03-14,29.76,29.79,29.47,29.54,22801581,GE
2017-03-15,29.55,29.83,29.47,29.76,25142833,GE
2017-03-16,29.8,29.82,29.62,29.75,21207002,GE
2017-03-17,29.85,30.04,29.77,29.88,43638968,GE
2017-03-20,29.9,29.92,29.69,29.74,18877431,GE
2017-03-21,29.86,29.86,29.34,29.39,26834807,GE
2017-03-22,29.56,29.71,29.31,29.53,26000688,GE
2017-03-23,29.5,29.73,29.38,29.62,24674960,GE
2017-03-24,29.59,29.81,29.53,29.72,27880234,GE
2017-03-27,29.45,29.51,29.25,29.44,28986703,GE
2017-03-28,29.31,29.73,29.25,29.62,27847655,GE
2017-03-29,29.52,29.71,29.46,29.68,27558771,GE
2017-03-30,29.66,29.99,29.63,29.87,35961302,GE
2017-03-31,29.86,30.04,29.74,29.8,50796542,GE
2017-04-03,29.76,30.0,29.74,29.88,29912275,GE
2017-04-04,29.9,30.09,29.7,30.02,25057168,GE
2017-04-05,30.09,30.42,29.95,29.97,25837471,GE
2017-04-06,30.0,30.18,29.92,29.93,21549950,GE
2017-04-07,29.92,30.19,29.92,29.99,18975740,GE
2017-04-10,30.07,30.23,29.96,30.01,18505150,GE
2017-04-11,30.0,30.1,29.84,30.04,22040223,GE
2017-04-12,29.88,29.9,29.65,29.77,27041348,GE
2017-04-13,29.7,29.8,29.55,29.56,19998013,GE
2017-04-17,29.62,29.7,29.55,29.64,21776555,GE
2017-04-18,29.6,29.9,29.58,29.84,25706585,GE
2017-04-19,29.89,30.06,29.87,30.0,26594394,GE
2017-04-20,30.05,30.54,30.03,30.27,37081558,GE
2017-04-21,30.27,30.38,29.45,29.55,72351353,GE
2017-04-24,29.85,29.93,29.49,29.55,48585162,GE
2017-04-25,29.45,29.6,29.32,29.45,39854055,GE
2017-04-26,29.52,29.55,29.26,29.26,37368373,GE
2017-04-27,29.29,29.31,29.02,29.08,32939845,GE
2017-04-28,29.1,29.16,28.93,28.99,24079191,GE
2017-05-01,29.01,29.17,28.93,28.94,24015753,GE
2017-05-02,29.01,29.05,28.91,28.99,33760037,GE
2017-05-03,28.92,29.29,28.85,29.23,26893250,GE
2017-05-04,29.27,29.31,29.05,29.2,19614214,GE
2017-05-05,29.13,29.24,29.11,29.22,16927056,GE
2017-05-08,29.16,29.24,29.0,29.07,21630294,GE
2017-05-09,29.08,29.09,28.86,28.93,23838711,GE
2017-05-10,28.92,28.93,28.6,28.7,26047230,GE
2017-05-11,28.68,28.89,28.5,28.87,28015381,GE
2017-05-12,28.36,28.45,27.85,28.27,68433185,GE
2017-05-15,28.07,28.24,27.97,28.18,39767489,GE
2017-05-16,28.25,28.28,28.0,28.04,29509159,GE
2017-05-17,27.82,27.87,27.41,27.41,52461830,GE
2017-05-18,27.26,27.65,27.1,27.48,48447556,GE
2017-05-19,27.55,28.16,27.5,28.05,48488671,GE
2017-05-22,28.23,28.3,28.06,28.18,27810667,GE
2017-05-23,28.21,28.28,28.11,28.28,23877122,GE
2017-05-24,28.32,28.5,27.62,27.83,53867078,GE
2017-05-25,27.79,27.9,27.42,27.49,39254436,GE
2017-05-26,27.46,27.55,27.29,27.45,30624045,GE
2017-05-30,27.31,27.45,27.16,27.36,36435745,GE
2017-05-31,27.33,27.44,27.19,27.38,35610474,GE
2017-06-01,27.51,27.88,27.5,27.72,32387712,GE
2017-06-02,27.87,27.94,27.62,27.88,37007626,GE
2017-06-05,27.9,28.07,27.81,27.98,43509471,GE
2017-06-06,27.98,28.04,27.81,27.93,33721157,GE
2017-06-07,27.95,27.96,27.4,27.68,43539099,GE
2017-06-08,27.66,27.82,27.53,27.59,40919811,GE
2017-06-09,27.63,27.97,27.59,27.94,25362831,GE
2017-06-12,29.24,29.47,28.73,28.94,139089520,GE
2017-06-13,29.12,29.16,28.34,28.45,58823660,GE
2017-06-14,28.48,28.8,28.37,28.69,41120302,GE
2017-06-15,28.48,28.95,28.43,28.94,47868093,GE
2017-06-16,28.98,29.01,28.62,29.0,81565622,GE
2017-06-19,28.96,29.0,28.74,28.8,30504721,GE
2017-06-20,28.71,28.72,28.08,28.13,47542911,GE
2017-06-21,28.18,28.19,27.64,27.78,33758069,GE
2017-06-22,27.77,27.83,27.54,27.55,36384635,GE
2017-06-23,27.79,27.79,27.5,27.57,31736487,GE
2017-06-26,27.59,27.68,27.5,27.61,28501563,GE
2017-06-27,27.52,27.58,27.2,27.21,41329428,GE
2017-06-28,27.26,27.4,27.05,27.08,31015779,GE
2017-06-29,27.16,27.41,26.79,27.02,36732082,GE
2017-06-30,27.09,27.19,26.91,27.01,26254238,GE
2017-07-03,27.16,27.59,27.06,27.45,20664991,GE
2017-07-05,27.54,27.56,27.23,27.35,21270222,GE
2017-07-06,26.86,27.05,26.1,26.31,76645911,GE
2017-07-07,26.25,26.3,25.98,26.15,40543122,GE
2017-07-10,26.13,26.19,25.85,26.04,46755231,GE
2017-07-11,26.03,26.45,25.91,26.38,41251603,GE
2017-07-12,26.54,26.8,26.37,26.58,50986283,GE
2017-07-13,26.58,26.83,26.5,26.79,27767620,GE
2017-07-14,26.74,26.9,26.73,26.78,21058280,GE
2017-07-17,26.76,26.88,26.72,26.82,27695627,GE
2017-07-18,26.76,26.92,26.74,26.89,26146078,GE
2017-07-19,26.85,27.03,26.84,26.94,24792361,GE
2017-07-20,27.02,27.05,26.6,26.69,55158141,GE
2017-07-21,25.38,26.0,25.26,25.91,90649890,GE
2017-07-24,25.78,25.85,25.35,25.43,56872280,GE
2017-07-25,25.57,25.73,25.36,25.44,46181545,GE
2017-07-26,25.59,25.69,25.37,25.59,40733416,GE
2017-07-27,25.59,25.8,25.52,25.79,39888012,GE
2017-07-28,25.86,25.88,25.4,25.53,28286777,GE
2017-07-31,,25.69,,25.61,30616287,GE
2017-08-01,25.63,25.66,25.33,25.44,41911312,GE
2017-08-02,25.44,25.57,25.39,25.52,27387013,GE
2017-08-03,25.59,25.78,25.37,25.76,30916656,GE
2017-08-04,25.75,25.85,25.62,25.78,23312961,GE
2017-08-07,25.74,25.79,25.55,25.63,18870367,GE
2017-08-08,25.63,25.89,25.52,25.56,27143601,GE
2017-08-09,25.55,25.72,25.46,25.71,29670988,GE
2017-08-10,25.71,25.71,25.27,25.3,29678945,GE
2017-08-11,25.4,25.45,25.19,25.2,19217278,GE
2017-08-14,25.28,25.55,25.25,25.36,24292077,GE
2017-08-15,25.21,25.32,25.1,25.14,27334936,GE
2017-08-16,25.12,25.25,25.05,25.1,27473822,GE
2017-08-17,25.07,25.1,24.72,24.75,31221726,GE
2017-08-18,24.63,24.74,24.44,24.55,34273076,GE
2017-08-21,24.49,24.6,24.32,24.49,46055015,GE
2017-08-22,24.57,24.74,24.48,24.6,29969104,GE
2017-08-23,24.52,24.56,24.34,24.39,34533588,GE
2017-08-24,24.43,24.54,24.3,24.3,25547869,GE
2017-08-25,24.39,24.6,24.35,24.49,22867795,GE
2017-08-28,24.53,24.67,24.35,24.47,23937590,GE
2017-08-29,24.33,24.46,24.28,24.44,23910062,GE
2017-08-30,24.49,24.49,24.15,24.28,33875996,GE
2017-08-31,24.41,24.7,24.28,24.55,55284334,GE
2017-09-01,24.6,25.3,24.49,25.14,58848107,GE
2017-09-05,25.06,25.06,24.57,24.76,46852663,GE
2017-09-06,24.89,25.02,24.82,24.92,55024972,GE
2017-09-07,24.51,24.55,23.83,24.02,80108579,GE
2017-09-08,23.95,24.0,23.58,23.82,44604454,GE
2017-09-11,23.8,23.89,23.62,23.72,43306557,GE
2017-09-12,23.82,23.91,23.71,23.91,49662623,GE
2017-09-13,23.93,24.18,23.92,24.11,38629676,GE
2017-09-14,24.1,24.27,23.94,24.26,42084528,GE
2017-09-15,24.1,24.17,23.75,23.93,66559977,GE
2017-09-18,23.96,24.55,23.93,24.46,52504484,GE
2017-09-19,24.46,24.47,24.02,24.2,45340484,GE
2017-09-20,24.2,24.41,24.19,24.32,39770268,GE
2017-09-21,24.33,24.84,24.17,24.75,52115545,GE
2017-09-22,24.84,25.04,24.77,24.87,39717546,GE
2017-09-25,24.92,25.18,24.85,25.11,42487988,GE
2017-09-26,25.15,25.21,24.92,24.93,40753220,GE
2017-09-27,25.0,25.05,24.28,24.37,56322448,GE
2017-09-28,24.39,24.45,24.16,24.24,36154413,GE
2017-09-29,24.22,24.29,24.01,24.18,33673712,GE
2017-10-02,24.22,24.61,24.1,24.57,42501167,GE
2017-10-03,24.61,24.83,24.33,24.8,33907539,GE
2017-10-04,24.88,24.89,24.43,24.48,32149416,GE
2017-10-05,24.39,24.57,24.15,24.54,34758948,GE
2017-10-06,24.41,24.54,24.13,24.39,40729835,GE
2017-10-09,24.1,24.15,23.25,23.43,140302771,GE
2017-10-10,23.7,23.86,23.32,23.36,80571106,GE
2017-10-11,23.13,23.27,23.02,23.08,10458121,GE
2017-10-12,23.05,23.09,22.83,23.05,59948728,GE
2017-10-13,23.15,23.23,22.96,22.98,40391802,GE
2017-10-16,22.99,23.48,22.93,23.36,49757813,GE
2017-10-17,23.22,23.25,23.0,23.19,58639089,GE
2017-10-18,23.2,23.28,23.07,23.12,34970681,GE
2017-10-19,23.14,23.78,23.05,23.58,75574053,GE
2017-10-20,22.14,23.84,22.1,23.83,192404370,GE
2017-10-23,23.44,23.44,22.18,22.32,187340912,GE
2017-10-24,22.12,22.31,21.75,21.89,133615914,GE
2017-10-25,21.84,21.89,21.3,21.5,110518207,GE
