2016-01-04,30.55,30.76,30.25,30.71,62654546,GE
2016-01-05,30.68,30.84,30.45,30.74,55176246,GE
2016-01-06,30.27,30.72,30.05,30.25,62652684,GE
2016-01-07,29.65,29.96,28.85,28.97,92267374,GE
2016-01-08,29.2,29.3,28.34,28.45,74496052,GE
2016-01-11,28.54,29.92,28.25,28.58,58433442,GE
2016-01-12,28.76,28.88,28.34,28.64,47682758,GE
2016-01-13,28.91,29.06,28.2,28.24,55396700,GE
2016-01-14,28.31,29.25,28.29,29.06,61329303,GE
2016-01-15,28.14,28.76,28.1,28.49,69215070,GE
2016-01-19,28.72,28.89,28.2,28.49,51404018,GE
2016-01-20,27.93,28.43,27.48,28.0,84384809,GE
2016-01-21,28.13,28.99,28.13,28.59,55980752,GE
2016-01-22,28.55,28.56,27.71,28.24,87629261,GE
2016-01-25,28.32,28.49,28.0,28.04,44676819,GE
2016-01-26,28.07,28.54,28.05,28.31,42418331,GE
2016-01-27,28.2,28.58,27.82,28.0,45746979,GE
2016-01-28,28.22,28.35,27.93,28.21,40051317,GE
2016-01-29,28.46,29.11,28.34,29.1,50076355,GE
2016-02-01,29.01,29.03,28.56,28.64,43418683,GE
2016-02-02,28.27,28.29,27.92,28.24,39975038,GE
2016-02-03,28.39,28.69,27.87,28.67,44163305,GE
2016-02-04,28.65,29.46,28.49,29.18,53809002,GE
2016-02-05,29.15,29.2,28.3,28.54,51732948,GE
2016-02-08,28.22,28.27,27.76,28.17,47343080,GE
2016-02-09,27.75,28.54,27.75,28.28,36570398,GE
2016-02-10,28.37,28.7,28.25,28.3,31774744,GE
2016-02-11,27.75,28.03,27.1,27.45,80193735,GE
2016-02-12,27.57,28.26,27.36,28.26,57524722,GE
2016-02-16,28.58,29.03,28.42,28.86,46848592,GE
2016-02-17,29.14,29.61,29.12,29.34,38209394,GE
2016-02-18,29.3,29.34,28.99,29.08,30866827,GE
2016-02-19,28.94,29.13,28.68,29.02,35725688,GE
2016-02-22,29.25,29.48,29.2,29.41,37775529,GE
2016-02-23,29.21,29.36,29.08,29.22,30917167,GE
