2015-01-02,25.34,25.46,24.87,25.06,40920799,GE
2015-01-05,25.01,25.01,24.52,24.6,42033195,GE
2015-01-06,24.46,24.57,23.93,24.07,63759958,GE
2015-01-07,24.21,24.39,23.98,24.08,43642472,GE
2015-01-08,24.32,24.38,24.13,24.37,43224386,GE
2015-01-09,24.52,24.53,23.95,24.03,43132201,GE
2015-01-12,24.07,24.14,23.77,23.98,42871146,GE
2015-01-13,24.26,24.33,23.63,23.86,41172849,GE
2015-01-14,23.65,23.85,23.41,23.78,41850798,GE
2015-01-15,23.86,23.97,23.56,23.58,31480084,GE
2015-01-16,23.51,23.65,23.45,23.59,49793936,GE
2015-01-20,23.84,23.87,23.55,23.85,44562067,GE
2015-01-21,23.83,24.08,23.71,24.04,37620305,GE
2015-01-22,24.3,24.36,23.96,24.28,47129321,GE
2015-01-23,24.43,24.88,24.29,24.48,63738712,GE
2015-01-26,24.72,24.74,24.4,24.59,39174854,GE
2015-01-27,24.39,24.46,24.2,24.38,38398141,GE
2015-01-28,24.47,24.49,23.81,23.84,49653844,GE
2015-01-29,23.84,24.2,23.78,24.08,40436431,GE
2015-01-30,23.88,24.11,23.82,23.89,54712156,GE
2015-02-02,24.0,24.22,23.9,24.21,39602517,GE
2015-02-03,24.29,24.53,24.26,24.47,37723846,GE
2015-02-04,24.41,24.43,24.08,24.16,33236000,GE
2015-02-05,24.25,24.5,24.24,24.5,25647378,GE
2015-02-06,24.54,24.75,24.47,24.52,27471977,GE
2015-02-09,24.47,24.75,24.45,24.64,27284032,GE
2015-02-10,24.77,24.8,24.55,24.72,27075753,GE
2015-02-11,24.71,24.82,24.6,24.77,24455252,GE
2015-02-12,24.81,24.99,24.71,24.89,26522270,GE
2015-02-13,24.99,25.17,24.94,25.15,33076157,GE
2015-02-17,25.12,25.21,24.98,25.17,35989548,GE
2015-02-18,25.29,25.29,25.15,25.25,30740798,GE
2015-02-19,25.03,25.21,24.95,25.01,33232937,GE
2015-02-20,24.88,25.22,24.8,25.21,39889843,GE
2015-02-23,25.22,25.3,25.1,25.17,30774507,GE
2015-02-24,25.12,25.45,25.09,25.39,42464097,GE
2015-02-25,25.45,26.06,25.44,25.91,68219592,GE
2015-02-26,25.94,26.01,25.81,25.89,38247190,GE
2015-02-27,25.83,26.27,25.75,25.99,51531829,GE
2015-03-02,25.88,26.12,25.85,26.11,32408985,GE
2015-03-03,26.05,26.08,25.78,25.86,30542279,GE
2015-03-04,25.76,25.77,25.47,25.66,31543763,GE
2015-03-05,25.62,25.82,25.58,25.82,28373771,GE
2015-03-06,25.71,25.78,25.33,25.42,32286776,GE
2015-03-09,25.52,25.7,25.49,25.64,31591142,GE
2015-03-10,25.5,25.64,25.17,25.17,37442079,GE
2015-03-11,25.28,25.49,25.14,25.19,36198081,GE
2015-03-12,25.27,25.41,25.17,25.4,29369497,GE
2015-03-13,25.28,25.36,24.81,25.04,45306958,GE
2015-03-16,25.06,25.48,24.96,25.45,34610433,GE
2015-03-17,25.3,25.39,25.09,25.31,34259011,GE
2015-03-18,25.18,25.85,25.11,25.64,38302821,GE
2015-03-19,25.44,25.61,25.26,25.33,38314849,GE
2015-03-20,25.34,25.53,25.3,25.4,50632559,GE
2015-03-23,25.48,25.74,25.45,25.47,31984480,GE
2015-03-24,25.38,25.48,25.27,25.27,25801276,GE
2015-03-25,25.23,25.33,24.91,24.91,34897363,GE
